work_order_id,aircraft_id,opened_date,maintenance_type,priority,status,technician_hours,parts_cost_eur,downtime_hours
WO102249,OH-A123,2025-11-08,Cabin,High,Closed,1.3,1860.94,4.8
WO102250,OH-A111,2025-01-30,Unscheduled,Medium,In Progress,5.9,1938.7,4.7
WO102251,OH-A113,2025-11-24,Unscheduled,Medium,Closed,5.5,109.08,16.3
WO102252,OH-A123,2025-01-18,Unscheduled,Medium,Closed,2.9,327.14,9.0
WO102253,OH-A128,2025-10-17,Component Replacement,High,In Progress,5.6,427.08,9.7
WO102254,OH-A138,2025-05-13,Scheduled,Low,Closed,5.3,1812.53,7.2
WO102255,OH-A127,2025-05-06,Unscheduled,Medium,Closed,4.8,904.69,7.3
WO102256,OH-A126,2025-10-23,Component Replacement,High,Closed,7.7,322.52,8.0
WO102257,OH-A129,2025-04-11,Inspection,Medium,Closed,9.5,474.37,9.7
WO102258,OH-A128,2025-11-28,Unscheduled,Medium,Closed,4.0,823.69,14.4
WO102259,OH-A116,2025-01-15,Inspection,Low,Closed,6.0,852.08,4.3
WO102260,OH-A110,2025-03-03,Cabin,Low,In Progress,14.4,2165.74,5.1
WO102261,OH-A125,2025-05-11,Unscheduled,Medium,In Progress,5.9,1731.12,16.5
WO102262,OH-A105,2025-04-15,Component Replacement,Medium,Closed,4.0,1403.98,9.3
WO102263,OH-A111,2025-11-14,Scheduled,Low,Closed,3.2,187.88,6.7
WO102264,OH-A107,2025-11-26,Unscheduled,High,Closed,8.6,199.76,10.6
WO102265,OH-A123,2025-06-03,Scheduled,Medium,Open,4.2,149.79,6.0
WO102266,OH-A146,2025-07-30,Cabin,Low,Closed,3.7,615.94,15.9
WO102267,OH-A142,2025-05-04,Scheduled,Low,Closed,8.2,252.25,5.3
WO102268,OH-A104,2025-05-29,Cabin,critical,In Progress,2.6,731.93,5.8
WO102269,OH-A139,2025-05-03,Unscheduled,High,Open,8.0,845.6,6.5
WO102270,OH-A107,2025-03-30,Unscheduled,Critical,Closed,3.3,516.17,11.5
WO102271,OH-A143,2025-09-11,Inspection,Medium,Closed,3.7,999.3,17.0
WO102272,OH-A109,2025-02-11,Scheduled,High,Open,2.6,217.96,12.3
WO102273,OH-A106,2025-04-17,Scheduled,Low,Closed,3.8,94.81,14.4
WO102274,OH-A137,2025-02-09,Unscheduled,Low,Open,11.4,205.22,2.6
WO102275,OH-A139,2025-06-14,Component Replacement,Low,Closed,22.4,960.93,2.5
WO102276,OH-A119,2025-09-04,Component Replacement,Medium,Closed,5.7,2619.44,3.2
WO102277,OH-A126,2025-07-09,Cabin,Low,In Progress,5.1,1827.33,8.2
WO102278,OH-A137,2025-09-20,Scheduled,Medium,In Progress,9.6,341.37,6.2
WO102279,OH-A140,2025-07-29,Component Replacement,Low,Closed,8.1,1090.47,3.3
WO102280,OH-A120,2025-05-14,Scheduled,Medium,Open,10.7,104.34,0.6
WO102281,OH-A137,2025-11-29,Unscheduled,High,Closed,7.6,1967.24,12.0
WO102282,OH-A138,2025-08-10,Scheduled,Medium,Open,11.5,708.68,18.8
WO102283,OH-A138,2025-01-14,Cabin,Medium,Closed,7.4,925.33,14.7
WO102284,OH-A142,2025-02-26,Unscheduled,Low,In Progress,14.4,62.07,7.9
WO102285,OH-A140,2025-09-03,Unscheduled,Low,Closed,9.4,668.37,9.9
WO102286,OH-A121,2025-01-08,Unscheduled,Medium,Closed,13.7,2665.31,5.4
WO102287,OH-A115,2025-03-04,Unscheduled,Low,Closed,5.1,567.3,8.5
WO102288,OH-A147,2025-02-06,Scheduled,High,Closed,5.5,385.79,8.1
WO102289,OH-A121,2025-10-23,Inspection,High,Closed,7.1,327.62,11.1
WO102290,OH-A144,2025-02-08,Inspection,Low,Closed,2.0,205.89,5.1
WO102291,OH-A147,2025-03-15,Scheduled,Low,Open,7.4,463.3,29.2
WO102292,OH-A100,2025-12-26,Scheduled,Low,Closed,6.1,125.52,3.6
WO102293,OH-A106,2025-02-13,Scheduled,High,Closed,6.5,664.94,9.8
WO102294,OH-A127,2025-03-28,Unscheduled,Low,Closed,5.4,1286.38,13.1
WO102295,OH-A104,2025-10-24,Scheduled,Medium,Closed,7.1,275.93,3.8
WO102296,OH-A131,2025-02-18,Scheduled,Medium,Closed,4.8,622.4,2.3
WO102297,OH-A100,2025-03-25,Scheduled,Medium,Closed,11.2,397.86,13.2
WO102298,OH-A140,2025-10-18,Unscheduled,Medium,Closed,9.1,629.49,29.6
WO102299,OH-A120,2025-01-01,Inspection,Medium,Closed,7.1,1054.0,1.8
WO102300,OH-A132,2025-05-14,Inspection,High,Closed,2.2,642.04,29.4
WO102301,OH-A122,2025-04-04,Scheduled,Low,Closed,2.0,1002.65,13.6
WO102302,OH-A133,2025-03-17,Unscheduled,Medium,Closed,6.5,714.65,8.4
WO102303,OH-A132,2025-05-24,Inspection,High,Closed,-2.0,1005.51,14.7
WO102304,OH-A113,2025-03-22,Unscheduled,Low,Closed,8.5,581.9,17.5
WO102305,OH-A138,2025-10-10,Cabin,Medium,Closed,1.4,590.7,7.5
WO102306,OH-A139,2025-02-20,Inspection,Medium,In Progress,15.7,847.01,34.7
WO102307,OH-A115,2025-05-26,Inspection,Low,Closed,2.8,394.5,28.9
WO102308,OH-A103,2025-01-30,Unscheduled,Medium,Closed,10.7,665.08,5.6
WO102309,OH-A121,2025-02-08,Unscheduled,Low,Closed,5.3,173.93,10.5
WO102310,OH-A131,2025-09-06,Scheduled,High,Closed,2.2,69.23,3.7
WO102311,OH-A137,2025-06-14,Scheduled,Medium,Closed,5.5,464.95,2.9
WO102312,OH-A109,2025-06-10,Engine,Medium,Closed,12.9,190.68,6.9
WO102313,OH-A123,2025-04-10,Cabin,Medium,Closed,5.2,2920.53,10.2
WO102314,OH-A136,2025-02-24,Cabin,Medium,Closed,12.3,190.13,4.5
WO102315,OH-A125,2025-11-17,Unscheduled,Low,Closed,6.2,908.16,14.4
WO102316,OH-A137,2025-10-17,Cabin,Low,Closed,9.0,207.53,10.8
WO102317,OH-A132,2025-06-18,Component Replacement,Low,Closed,4.3,412.14,8.9
WO102318,OH-A108,2025-01-07,Unscheduled,High,Closed,1.5,138.05,5.0
WO102319,OH-A110,2025-11-24,Cabin,Medium,Closed,3.8,125.79,5.4
WO102320,OH-A138,2025-06-07,Cabin,Low,Closed,3.0,561.06,7.2
WO102321,OH-A133,2025-03-11,Inspection,Medium,Closed,7.2,283.39,5.7
WO102322,OH-A140,2025-02-16,Component Replacement,Medium,Closed,8.2,885.6,6.6
WO102323,OH-A114,2025-12-30,Component Replacement,Medium,Closed,5.5,1467.75,5.0
WO102324,OH-A102,2025-01-11,Inspection,Medium,Closed,4.1,85.57,11.5
WO102325,OH-A111,2025-05-16,Unscheduled,Low,Closed,14.2,1203.2,3.4
WO102326,OH-A120,2025-07-20,Scheduled,Low,Closed,6.3,154.27,15.7
WO102327,OH-A105,2025-04-18,Cabin,High,Closed,7.8,289.15,5.9
WO102328,OH-A109,2025-02-26,Scheduled,Medium,In Progress,4.8,99.3,11.8
WO102329,OH-A106,2025-08-24,Scheduled,Medium,Closed,2.2,102.31,8.7
WO102330,OH-A106,2025-01-26,Unscheduled,Low,Closed,3.7,57.67,3.0
WO102331,OH-A118,2025-12-22,Unscheduled,Critical,Closed,6.0,269.22,15.1
WO102332,OH-A138,2025-06-24,Scheduled,Low,Open,2.5,428.9,23.1
WO102333,OH-A118,2025-09-26,Scheduled,Medium,Closed,8.5,278.25,7.7
WO102334,OH-A114,2025-11-04,Cabin,Medium,Closed,6.1,67.31,2.0
WO102335,OH-A126,2025-10-16,Unscheduled,Low,Closed,5.7,57.0,11.0
WO102336,OH-A130,2025-06-27,Cabin,Low,Open,1.5,407.53,9.1
WO102337,OH-A116,2025-01-29,Engine,Medium,Closed,6.0,888.05,4.7
WO102338,OH-A100,2025-01-30,Unscheduled,Medium,Closed,6.8,516.87,9.1
WO102339,OH-A114,2025-05-10,Unscheduled,Critical,Closed,3.4,2612.09,19.2
WO102340,OH-A103,2025-04-22,Scheduled,Medium,Closed,4.6,388.34,16.9
WO102341,OH-A106,2025-11-20,Cabin,High,Closed,6.7,553.04,6.9
WO102342,OH-A129,2025-06-12,Inspection,Medium,Closed,3.6,395.04,6.8
WO102343,OH-A108,2025-12-30,Engine,Medium,Closed,4.5,184.65,4.4
WO102344,OH-A117,2025-04-13,Cabin,High,Closed,3.9,342.32,7.0
WO102345,OH-A118,2025-12-19,Scheduled,High,Closed,8.3,933.09,9.9
WO102346,OH-A142,2025-05-04,Cabin,Low,Open,10.9,970.26,9.7
WO102347,OH-A107,2025-12-31,Component Replacement,Medium,Closed,6.8,576.84,10.6
WO102348,OH-A103,2025-07-02,Unscheduled,Low,Closed,5.1,1963.08,10.5
WO102349,OH-A125,2025-01-07,Cabin,High,Closed,9.0,637.46,5.1
WO102350,OH-A129,2025-12-11,Inspection,Medium,Closed,2.2,559.34,14.9
WO102351,OH-A124,2025-03-17,Unscheduled,Medium,Closed,5.9,1812.03,16.6
WO102352,OH-A133,2025-10-21,Scheduled,Critical,Closed,11.3,197.35,9.0
WO102353,OH-A141,2025-10-27,Component Replacement,Medium,Closed,-2.0,1682.49,35.3
WO102354,OH-A129,2025-03-16,Component Replacement,Medium,In Progress,7.8,152.33,11.4
WO102355,OH-A125,2025-07-27,Scheduled,Medium,Closed,9.4,309.2,3.4
WO102356,OH-A132,2025-10-14,Unscheduled,Low,Closed,6.7,64.3,7.2
WO102357,OH-A110,2025-12-12,Scheduled,Low,Closed,3.6,518.66,6.9
WO102358,OH-A111,2025-05-25,Inspection,Medium,Closed,4.5,1518.7,2.0
WO102359,OH-A117,2025-05-30,Inspection,Low,Closed,8.4,157.94,7.4
WO102360,OH-A136,2025-10-25,Engine,High,Closed,8.3,304.05,14.6
WO102361,OH-A140,2025-06-29,Scheduled,Medium,Closed,6.4,323.23,16.2
WO102362,OH-A126,2025-08-14,Scheduled,Medium,Closed,1.8,325.35,24.2
WO102363,OH-A129,2025-02-12,Scheduled,Low,Closed,2.7,141.48,11.9
WO102364,OH-A137,2025-09-05,Cabin,Medium,Closed,5.8,418.85,13.8
WO102365,OH-A111,2025-05-02,Unscheduled,Medium,Closed,4.1,1939.16,5.7
WO102366,OH-A105,2025-05-13,Scheduled,Critical,Closed,3.1,244.47,12.8
WO102367,OH-A135,2025-11-25,Scheduled,Low,Closed,2.1,507.87,11.2
WO102368,OH-A106,2025-09-18,Scheduled,Low,Closed,3.1,503.81,6.9
WO102369,OH-A107,2025-07-23,Component Replacement,Low,Closed,17.9,271.61,24.8
WO102370,OH-A118,2025-07-26,Unscheduled,Medium,Closed,7.0,532.86,3.4
WO102371,OH-A137,2025-11-09,Component Replacement,Low,In Progress,8.3,275.66,9.2
WO102372,OH-A118,2025-08-14,Scheduled,Low,Closed,5.3,612.55,19.2
WO102373,OH-A105,2025-03-18,Unscheduled,Medium,In Progress,10.2,375.96,4.7
WO102374,OH-A106,2025-07-19,Inspection,High,In Progress,7.9,98.91,6.2
WO102375,OH-A112,2025-08-17,Scheduled,Medium,Closed,6.7,66.75,14.2
WO102376,OH-A103,2025-01-21,Scheduled,Medium,Open,6.8,47.56,14.2
WO102377,OH-A115,2025-02-18,Scheduled,Medium,Closed,3.8,267.69,8.0
WO102378,OH-A103,2025-06-23,Component Replacement,Low,Closed,3.7,925.82,10.6
WO102379,OH-A140,2025-07-29,Inspection,Medium,Closed,7.0,194.4,9.1
WO102380,OH-A102,2025-01-19,Unscheduled,Low,Closed,9.6,315.16,15.2
WO102381,OH-A109,2025-06-15,Inspection,Medium,Closed,11.6,209.8,15.6
WO102382,OH-A101,2025-03-03,Scheduled,Medium,Closed,8.8,175.04,20.3
WO102383,OH-A113,2025-09-01,Engine,Medium,Closed,12.3,3650.44,20.2
WO102384,OH-A138,2025-06-23,Component Replacement,Medium,Closed,11.3,181.62,10.9
WO102385,OH-A127,2025-02-04,Scheduled,High,Open,5.6,104.35,4.0
WO102386,OH-A144,2025-05-29,Cabin,Medium,Closed,13.9,164.85,5.3
WO102387,OH-A129,2025-12-06,Unscheduled,Medium,Closed,6.2,434.74,5.9
WO102388,OH-A120,2025-01-18,Unscheduled,High,Closed,6.0,227.36,8.2
WO102389,OH-A146,2025-05-28,Inspection,Medium,Closed,8.4,536.96,9.6
WO102390,OH-A108,2025-02-20,Component Replacement,Medium,In Progress,11.6,194.36,4.5
WO102391,OH-A105,2025-11-26,Scheduled,Medium,Closed,4.2,224.09,1.8
WO102392,OH-A115,2025-06-19,Scheduled,High,Closed,6.2,198.87,12.2
WO102393,OH-A144,2025-08-17,Cabin,Medium,Closed,5.6,368.19,8.7
WO102394,OH-A139,2025-12-20,Cabin,Medium,Closed,3.4,823.49,25.7
WO102395,OH-A125,2025-01-19,Engine,High,Closed,4.2,915.24,5.7
WO102396,OH-A144,2025-06-27,Scheduled,Critical,Closed,3.5,1648.35,23.2
WO102397,OH-A131,2025-01-25,Inspection,High,Closed,8.1,108.58,4.8
WO102398,OH-A111,2025-10-09,Unscheduled,Low,Closed,5.4,142.61,8.5
WO102399,OH-A100,2025-08-03,Scheduled,Medium,Open,4.9,160.99,9.1
